Код НО;Дата регистрации ККТ в НО;Адрес места установки;Регистрационный номер;Модель;Срок окончания действия ФН;Состояние;Заводской номер ККТ;Наименование ОФД;Заводской номер ФН;КПП;ККТ правопредшественника (1-да, 0-нет);ККТ используется при приеме денежных средств при реализации лотерейных билетов;ККТ используется при приеме ставок и выплате денежных средств в виде выигрыша;ККТ используется при осуществлении деятельности банковского платежного агента (субагента);ККТ входит в состав автоматического устройства для расчетов;ККТ используется для расчетов в информационно-телекоммуникационной сети «Интернет»;ККТ используется для развозной и (или) разносной торговли (оказания услуг, выполнения работ);ККТ применяется только при оказании услуг;ККТ используется при осуществлении деятельности платежного агента (субагента);ККТ используется при продаже подакцизных товаров;Наименование места установки ККТ;ККТ используется при осуществлении расчетов за маркированные товары
9965;06.03.2018 08:41:15;650066,РОССИЯ,42,Кемеровская область - Кузбасс, ,Кемерово г г.п., , ,Ленина пр-кт элем. улично-дорожн.сети,,д. 66Б, , , ,;0001685915057587;РР-03Ф;24.01.2023 12:00:00;ККТ перерегистрирована;0066150014002962;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684485;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;06.03.2018 08:45:07;650066,РОССИЯ,42,Кемеровская область - Кузбасс, ,Кемерово г г.п., , ,Ленина пр-кт элем. улично-дорожн.сети,,д. 66Б, , , ,;0001685888051717;РР-03Ф;24.01.2023 12:00:00;ККТ перерегистрирована;0557540014002153;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300683931;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;05.03.2018 12:36:39;650066,РОССИЯ,42,Кемеровская область - Кузбасс, ,Кемерово г г.п., , ,Ленина пр-кт элем. улично-дорожн.сети,,д. 66Б, , , ,;0001685880004572;РР-03Ф;24.01.2023 12:00:00;ККТ перерегистрирована;0145470014002199;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684967;540201001;0;2;2;2;2;2;2;2;2;2;650066, г Кемерово, пр-кт Ленина, д 66Б;2
9965;05.03.2018 12:34:23;630049,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Красный пр-кт ,, 186, , , ,;0001685825053146;РР-03Ф;;ККТ снята с регистрации;0618310014002160;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;8710000101211272;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;05.03.2018 09:31:34;652057,РОССИЯ,42,Кемеровская область - Кузбасс, ,Юрга г , , ,Волгоградская ул элем. улично-дорожн.сети,,д. 29, , , ,;0001685810012971;РР-03Ф;;ККТ снята с регистрации;0260110014002156;Общество с ограниченной ответственностью «Эвотор ОФД»;9280440300793690;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;27.02.2018 03:21:19;630046,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Физкультурная ул ,, 5, , , ,;0001681835017574;ШТРИХ-ФР-01Ф;;ККТ снята с регистрации;0380610002032277;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100203342;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;27.02.2018 02:43:29;630049,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Линейная ул ,, 31А, , , ,;0001681712024597;ШТРИХ-ФР-01Ф;;ККТ снята с регистрации;0103900002032265;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100263938;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул Линейная, д 31А;2
9965;27.02.2018 02:20:01;630049,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Линейная ул ,, 31А, , , ,;0001681601056201;ШТРИХ-ФР-01Ф;;ККТ снята с регистрации;0588910002032205;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100263062;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул Линейная, д 31А;2
9965;27.02.2018 01:33:14;630004,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Ленина ул ,, 59, , , ,;0001681425044167;ШТРИХ-ФР-01Ф;;ККТ снята с регистрации;0388190002032272;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100263792;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;27.02.2018 12:42:44;630099,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Красный пр-кт ,, 17, , , ,;0001681223007905;ШТРИХ-ФР-01Ф;;ККТ снята с регистрации;0613900002032230;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;8710000101729503;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;;625022,РОССИЯ,72,Тюменская область, ,Тюмень г , , ,Газовиков ул ,, 49, , , 1 к,;0001680392007614;ШТРИХ-ЛАЙТ-01Ф;;Отказ по заявлению;0635660007012694;Общество с ограниченной ответственностью "Ярус";8710000101476156;540201001;0;2;2;2;2;2;2;2;2;2;аптека;
9965;;625048,РОССИЯ,72,Тюменская область, ,Тюмень г , , ,Профсоюзная ул ,, 1, , , 1 к,;0001678138027123;ШТРИХ-МИНИ-01Ф;;Отказ по заявлению;0594530001004871;Общество с ограниченной ответственностью "Ярус";8710000101479870;540201001;0;2;2;2;2;2;2;2;2;2;аптека;
9965;07.03.2018 08:54:50;630004,РОССИЯ,54,Новосибирская область,город Новосибирск м.р-н., ,Новосибирск г, ,Ленина ул,,д. 59, , , ,;0001674027036842;РР-03Ф;07.03.2023 12:00:00;ККТ перерегистрирована;0444160014003298;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300685217;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул Ленина, д 59;2
9965;21.02.2018 11:40:30;632720,РОССИЯ,54,Новосибирская область,Чистоозерный р-н м.р-н., ,Чистоозерное рп н.п., ,Дзержинского ул элем. улично-дорожн.сети,,д. 24А, , , ,;0001671193047022;РР-03Ф;26.01.2023 12:00:00;ККТ перерегистрирована;0012570014002999;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300683978;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;21.02.2018 11:39:42;632902,РОССИЯ,54,Новосибирская область,Краснозерский р-н м.р-н., ,Краснозерское рп н.п., ,Ленина ул элем. улично-дорожн.сети,,д. 35, , , ,;0001671184027961;РР-03Ф;20.10.2022 12:00:00;ККТ перерегистрирована;0547400014000023;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935287;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;20.02.2018 12:21:24;630049,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Линейная ул ,, 31, , , ,;0001670344040832;ШТРИХ-ЛАЙТ-01Ф;;ККТ снята с регистрации;0499880007012699;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100263004;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул Линейная, д 31 офис;2
9965;22.02.2018 11:43:08;633009,РОССИЯ,54,Новосибирская область, ,Бердск г г.п., , ,Микрорайон ул элем. улично-дорожн.сети,,д. 34/2, , , ,;0001668658001836;РР-03Ф;27.01.2023 12:00:00;ККТ перерегистрирована;0470550014002967;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300685014;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;20.02.2018 08:59:35;630004,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Ленина ул,,д. 59, , , ,;0001668643065218;РР-03Ф;07.03.2023 12:00:00;ККТ перерегистрирована;0213690014003232;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300686367;540201001;0;2;2;2;2;2;2;2;2;2;630004, г. Новосибирск, ул. Ленина 59, оптика;2
9965;22.02.2018 06:32:08;633209,РОССИЯ,54,Новосибирская область, ,Искитим г , , ,Индустриальный мкр ,, 52, , , , 42;0001666518061172;РР-03Ф;;ККТ снята с регистрации;0617370014002904;Общество с ограниченной ответственностью «Ярус»;8710000101809410;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;21.02.2018 11:19:15;633209,РОССИЯ,54,Новосибирская область, ,Искитим г , , ,Коротеева ул ,, 24, , , ,;0001666502037736;РР-03Ф;;ККТ снята с регистрации;0644750014002906;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100262995;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;21.02.2018 11:18:31;633209,РОССИЯ,54,Новосибирская область, ,Искитим г г.п., , ,Пушкина ул элем. улично-дорожн.сети,,д. 36, , , ,;0001666475057161;РР-03Ф;21.10.2022 12:00:00;ККТ перерегистрирована;0195690014003278;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684529;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;21.02.2018 11:17:53;633209,РОССИЯ,54,Новосибирская область,город Искитим г.о., ,Искитим г, ,Пушкина ул,,д. 36, , , ,;0001666383044915;РР-03Ф;21.10.2022 12:00:00;ККТ перерегистрирована;0596050014000048;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100022622;540201001;0;2;2;2;2;2;2;2;2;2;633209, Новосибирская обл, г Искитим, ул Пушкина, д 36, аптека;2
9965;15.02.2018 02:23:43;632201,РОССИЯ,54,Новосибирская область,Чановский м.р-н.,рабочий поселок Чаны г.п.,Чаны рп, ,Победы ул,,зд. 32/1, , , ,;0001663837017195;РР-03Ф;26.01.2023 12:00:00;ККТ перерегистрирована;0115860014002902;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684011;540201001;0;2;2;2;2;2;2;2;2;2;Новосибирская обл, рп Чаны, ул Победы, д 32/1  аптека;2
9965;15.02.2018 02:22:40;632951,РОССИЯ,54,Новосибирская область,Здвинский р-н , ,Здвинск с , ,Мира ул ,, 7, , , ,;0001663817033234;РР-03Ф;;ККТ снята с регистрации;0381250014003056;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;8710000101809097;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;15.02.2018 02:21:57;632520,РОССИЯ,54,Новосибирская область,Убинский р-н , ,Убинское с , ,1-й Ленинский пер ,, 6, , , ,;0001663808065051;РР-03Ф;;ККТ снята с регистрации;0323390014003297;Общество с ограниченной ответственностью «Ярус»;8710000101795411;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;15.02.2018 02:16:28;630075,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Богдана Хмельницкого ул элем. улично-дорожн.сети,,д. 4, , , ,;0001662913025979;РР-03Ф;03.03.2023 12:00:00;ККТ перерегистрирована;0227640014002193;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300686199;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;15.02.2018 02:34:16;633456,РОССИЯ,54,Новосибирская область,Тогучинский р-н м.р-н.,Тогучин г г.п., , ,Лапина ул элем. улично-дорожн.сети,,д. 26, , , ,;0001662912034798;РР-03Ф;07.10.2022 12:00:00;ККТ перерегистрирована;0224140014001901;Общество с ограниченной ответственностью «Эвотор ОФД»;9289000100267792;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;21.02.2018 11:47:57;630091,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Крылова ул,,д. 27, , , ,;0001662910001923;РР-03Ф;07.03.2023 12:00:00;ККТ перерегистрирована;0634130014002106;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300686417;540201001;0;2;2;2;2;2;2;2;2;2;630091, г Новосибирск, ул Крылова, д 27, аптека;2
9965;15.02.2018 06:35:52;633623,РОССИЯ,54,Новосибирская область,Сузунский р-н м.р-н., ,Сузун рп н.п., ,Ленина ул элем. улично-дорожн.сети,,д. 52, , , ,;0001662908017246;РР-03Ф;21.03.2023 12:00:00;ККТ перерегистрирована;0186960014001919;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300686272;540201001;0;2;2;2;2;2;2;2;2;2;633623, Новосибирская обл, рп Сузун, ул Ленина, д 52, аптека;2
9965;15.02.2018 02:01:14;633564,РОССИЯ,54,Новосибирская область,Маслянинский р-н м.р-н., ,Маслянино рп н.п., ,Садовая ул элем. улично-дорожн.сети,,д. 8А, , , ,;0001662905001223;РР-03Ф;21.03.2023 12:00:00;ККТ перерегистрирована;0424290014003034;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300686001;540201001;0;2;2;2;2;2;2;2;2;2;Аптека;2
9965;15.02.2018 06:31:04;630048,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Сибиряков-Гвардейцев ул элем. улично-дорожн.сети,,д. 22, , , ,;0001659236052507;РР-03Ф;04.03.2023 12:00:00;ККТ перерегистрирована;0485020014003271;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300686316;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул Линейная, д 31А;2
9965;15.02.2018 06:33:03;633156,РОССИЯ,54,Новосибирская область,Мошковский м.р-н.,Ташаринский сельсовет ,Ташара с, ,Декабристов ул,,д. 5, , , ,;0001659235057139;РР-03Ф;;ККТ снята с регистрации;0566320014003499;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300599394;540201001;0;2;2;2;2;2;2;2;2;2;633156 Новосибирская обл, Мошковский р-н, село Ташара, ул Декабристов, д 5 аптека;2
9965;15.02.2018 06:32:12;633131,РОССИЯ,54,Новосибирская область,Мошковский м.р-н.,рабочий поселок Мошково г.п.,Мошково рп, ,Советская ул,,д. 19, , , ,;0001659233052442;РР-03Ф;17.03.2023 12:00:00;ККТ перерегистрирована;0085040014003497;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300685677;540201001;0;2;2;2;2;2;2;2;2;2;633131 Новосибирская обл, рп Мошково, ул Советская, д 19  аптека;2
9965;15.02.2018 06:30:13;633156,РОССИЯ,54,Новосибирская область,Мошковский м.р-н.,Ташаринский сельсовет с.п.,Ташара с, ,Гагарина ул,,д. 12, , , ,;0001659232018423;РР-03Ф;07.12.2022 12:00:00;ККТ перерегистрирована;0012410014002157;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684748;540201001;0;2;2;2;2;2;2;2;2;2;633156, Новосибирская обл, Мошковский р-н, село Ташара, ул Гагарина, д 12;2
9965;15.02.2018 06:39:26;632640,РОССИЯ,54,Новосибирская область,Коченевский м.р-н.,рабочий поселок Коченево г.п.,Коченево рп, ,Николая Бровина ул,,д. 8, , , ,;0001658192063333;РР-03Ф;16.03.2023 12:00:00;ККТ перерегистрирована;0033570014003495;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300686418;540201001;0;2;2;2;2;2;2;2;2;2;632640, Новосибирская обл, рп Коченево, ул Николая Бровина, д 8, аптека;2
9965;15.02.2018 06:22:34;633261,РОССИЯ,54,Новосибирская область,Ордынский р-н м.р-н., ,Ордынское рп н.п., ,Ленина пр-кт элем. улично-дорожн.сети,,д. 2, , , ,;0001658138062580;РР-03Ф;25.03.2023 12:00:00;ККТ перерегистрирована;0338460014003033;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300685674;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;15.02.2018 06:23:52;630110,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Богдана Хмельницкого ул,,д. 54, , , ,;0001658114047148;РР-03Ф;30.03.2023 12:00:00;ККТ перерегистрирована;0079590014003500;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300685939;540201001;0;2;2;2;2;2;2;2;2;2;630110, г Новосибирск, ул Богдана Хмельницкого, д 54, аптека;2
9965;15.02.2018 06:26:02;633261,РОССИЯ,54,Новосибирская область,Ордынский м.р-н.,рабочий поселок Ордынское г.п.,Ордынское рп, ,Революции пр-кт,,д. 45, , , ,;0001658055049056;РР-03Ф;28.01.2023 12:00:00;ККТ перерегистрирована;0344670014003037;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684601;540201001;0;2;2;2;2;2;2;2;2;2;633261 Новосибирская обл, Ордынский р-н, рп Ордынское, пр-кт Революции, д 45 аптека;2
9965;15.02.2018 06:25:14;633261,РОССИЯ,54,Новосибирская область,Ордынский м.р-н.,рабочий поселок Ордынское г.п.,Ордынское рп, ,Революции пр-кт,,д. 45, , , ,;0001658014055953;РР-03Ф;28.01.2023 12:00:00;ККТ перерегистрирована;0194700014003276;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684851;540201001;0;2;2;2;2;2;2;2;2;2;633261 Новосибирская обл, Ордынский р-н, рп Ордынское, пр-кт Революции, д 45 аптека;2
9965;15.02.2018 06:20:21;633272,РОССИЯ,54,Новосибирская область,Ордынский р-н м.р-н., ,Верх-Ирмень с н.п., ,Агрогородок мкр элем. улично-дорожн.сети,,д. 17, , , ,;0001657970047490;РР-03Ф;25.01.2023 12:00:00;ККТ перерегистрирована;0003190014003292;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684740;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;15.02.2018 04:56:46;,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Гусинобродское ш ,, 64, , , ,;0001654823063048;ШТРИХ-ЛАЙТ-01Ф;;ККТ снята с регистрации;0623750007012639;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100203442;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;15.02.2018 04:54:36;630017,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Бориса Богаткова ул элем. улично-дорожн.сети,,д. 186, , , ,;0001653244051267;ШТРИХ-ЛАЙТ-01Ф;;ККТ снята с регистрации;0361460007012636;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100263340;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;15.02.2018 06:10:45;630004,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Ленина ул элем. улично-дорожн.сети,,д. 59, , , ,;0001653117007053;ШТРИХ-ЛАЙТ-01Ф;;ККТ снята с регистрации НО;0055250007014515;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;8710000101795341;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;06.02.2018 02:23:04;630048,РОССИЯ,54,Новосибирская область,город Новосибирск г.о.,Новосибирск г г.п.,Новосибирск г, ,Титова ул элем. улично-дорожн.сети,,д. 1, , , ,;0001650507044530;АТОЛ FPrint-22ПТК;20.10.2022 12:00:00;ККТ перерегистрирована;00106307353975;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684597;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;12.02.2018 11:33:42;630049,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Красный пр-кт,,д. 157, , , ,;0001648435035418;РР-03Ф;26.10.2022 12:00:00;ККТ перерегистрирована;0079960014002154;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300685055;540201001;0;2;2;2;2;2;2;2;2;2;630049, г Новосибирск, Красный пр-кт, д 157, аптека;2
9965;31.01.2018 01:01:40;630046,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Физкультурная ул,,д. 5, , , ,;0001641598052708;РР-03Ф;21.10.2022 12:00:00;ККТ перерегистрирована;0088800014002066;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100028052;540201001;0;2;2;2;2;2;2;2;2;2;630046, г Новосибирск, ул Физкультурная, д 5, аптека;2
9965;06.02.2018 04:56:16;630107,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Троллейная ул элем. улично-дорожн.сети,,д. 146, , , ,;0001628678000539;РР-03Ф;15.10.2022 12:00:00;ККТ перерегистрирована;0213860014003449;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100023167;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;06.02.2018 04:57:33;630079,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Степная ул элем. улично-дорожн.сети,,д. 59, , , ,;0001628664049139;РР-03Ф;15.10.2022 12:00:00;ККТ перерегистрирована;0129380014002650;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100025469;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;06.02.2018 04:58:38;630079,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Станиславского ул элем. улично-дорожн.сети,,д. 40, , , ,;0001628623034659;РР-03Ф;15.10.2022 12:00:00;ККТ перерегистрирована;0377170014003441;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100025194;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;05.02.2018 01:40:26;630015,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Дзержинского пр-кт,,д. 30, , , ,;0001628616001952;РР-03Ф;12.10.2022 12:00:00;ККТ перерегистрирована;0524100014002641;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935187;540201001;0;2;2;2;2;2;2;2;2;2;630015, г Новосибирск, пр-кт Дзержинского, д 30, аптека;2
9965;29.01.2018 01:00:50;630061,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Тюленина ул,,д. 20, , , ,;0001628599015730;РР-03Ф;14.10.2022 12:00:00;ККТ перерегистрирована;0460940014002648;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300623851;540201001;0;2;2;2;2;2;2;2;2;2;630031, г Новосибирск, ул Тюленина, д 20 аптека;2
9965;06.02.2018 04:59:41;630049,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Линейная ул,,д. 31А, , , ,;0001628092021173;РР-03Ф;;ККТ снята с регистрации;0507610014003444;Общество с ограниченной ответственностью «Эвотор ОФД»;9280440300794841;540201001;0;2;2;2;2;2;2;2;2;2;630049,г Новосибирск, ул Линейная, д 31А;2
9965;01.02.2018 01:04:09;630027,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Объединения ул ,, д 23/3, , , ,;0001628056026678;РР-03Ф;;ККТ снята с регистрации НО;0519970014003448;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;8710000101795177;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;01.02.2018 01:22:50;630015,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Дзержинского пр-кт,,д. 61, , , ,;0001627921038804;РР-03Ф;12.10.2022 12:00:00;ККТ перерегистрирована;0321710014003445;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935535;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, пр-кт Дзержинского, д 61  аптека;2
9965;05.02.2018 02:08:29;630099,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Ленина ул элем. улично-дорожн.сети,,д. 9, , , ,;0001627843045424;РР-03Ф;11.10.2022 12:00:00;ККТ перерегистрирована;0018080014003443;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935149;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;06.02.2018 05:07:07;630004,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Ленина ул,,д. 59, , , ,;0001627756013455;РР-03Ф;27.10.2022 12:00:00;ККТ перерегистрирована;0516460014003447;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300683935;540201001;0;2;2;2;2;2;2;2;2;2;630004, г Новосибирск, ул Ленина, д 59, аптека;2
9965;05.02.2018 01:41:19;630049,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Красный пр-кт,,д. 157, , , ,;0001627704006344;РР-03Ф;26.10.2022 12:00:00;ККТ перерегистрирована;0002110014003498;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684899;540201001;0;2;2;2;2;2;2;2;2;2;630049, г Новосибирск, Красный пр-кт, д 157, аптека;2
9965;05.02.2018 01:37:42;630099,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Ленина ул элем. улично-дорожн.сети,,д. 9, , , ,;0001627701024517;РР-03Ф;;ККТ снята с регистрации;0176790014002644;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300599396;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;05.02.2018 01:38:58;630032,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Котовского ул элем. улично-дорожн.сети,,д. 10, , , ,;0001627520001396;РР-03Ф;;ККТ снята с регистрации;0341410014003038;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300623659;540201001;0;2;2;2;2;2;2;2;2;2;630032, Новосибирск г, Котовского ул, 10 оптика;2
9965;01.02.2018 01:11:13;630501,РОССИЯ,54,Новосибирская область,Новосибирский м.р-н.,рабочий поселок Краснообск г.п.,Краснообск рп, , ,,д. 219, , , ,;0001627468025662;РР-03Ф;21.10.2022 12:00:00;ККТ перерегистрирована;0183210014003491;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684962;540201001;0;2;2;2;2;2;2;2;2;2;630501, Новосибирская обл, рп Краснообск, д 219, аптека;2
9965;01.02.2018 01:01:34;630088,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Виктора Уса ул,,зд. 11в, , , ,;0001627201020503;РР-03Ф;19.10.2022 12:00:00;ККТ перерегистрирована;0471940014002646;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100025951;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул Виктора Уса, зд. 11В;2
9965;02.02.2018 05:30:04;630039,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Кошурникова ул ,, 24/1, , , ,;0001627173028554;РР-03Ф;;ККТ снята с регистрации;0557580014003450;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100203340;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;01.02.2018 12:54:23;630015,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Дзержинского пр-кт,,д. 30, , , ,;0001626248005336;РР-03Ф;12.10.2022 12:00:00;ККТ перерегистрирована;0299800014002649;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935192;540201001;0;2;2;2;2;2;2;2;2;2;630015, г. Новосибирск, пр. Дзержинского, д.34, аптека;2
9965;01.02.2018 12:56:05;630010,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Гусинобродское ш,,д. 33, , , ,;0001626227018480;РР-03Ф;07.10.2022 12:00:00;ККТ перерегистрирована;0378390014000355;Общество с ограниченной ответственностью «Эвотор ОФД»;9289000100268280;540201001;0;2;2;2;2;2;2;2;2;2;630010 г Новосибирск, Гусинобродское шоссе, д 33 аптека;2
9965;26.01.2018 10:11:54;630124,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Гусинобродское ш элем. улично-дорожн.сети,,д. 11/1, , , ,;0001626176022910;РР-03Ф;13.10.2022 12:00:00;ККТ перерегистрирована;0172000014000047;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935635;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;06.02.2018 05:00:51;630008,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Гурьевская ул,,д. 64, , , ,;0001626093006032;РР-03Ф;13.10.2022 12:00:00;ККТ перерегистрирована;0629170014000356;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100025412;540201001;0;2;2;2;2;2;2;2;2;2;630008 г Новосибирск, ул Гурьевская, д 64  аптека;2
